old	CONDITION/SYMPTOM
woman	CONDITION/SYMPTOM
has	O
a	O
history	O
of	O
COPD	CONDITION/SYMPTOM

8,	O
Over	TIME
the	TIME
past	TIME
five	TIME
years	TIME
she	O
has	O
had	O
progressive	O
difficulties	CONDITION/SYMPTOM
with	CONDITION/SYMPTOM
her	CONDITION/SYMPTOM
breathing	CONDITION/SYMPTOM

9,In	O
2118-6-4	O
she	O
was	O
admitted	O
to	O
Hospital1	O
18	O
for	O
respiratory	CONDITION/SYMPTOM
failure	CONDITION/SYMPTOM
due	O
to	O
a	O
COPD	CONDITION/SYMPTOM
exacerbation	O

10,"Due	O
to	O
persistent	LOCATION
hypoxemia	CONDITION/SYMPTOM
,	O
she	O
required	O
intubation	EVENT
and	O
a	O
eventual	O
bronchoscopy	EVENT
on	O
2118-6-9	O
revealed	O
marked	O
narrowing	CONDITION/SYMPTOM
of	CONDITION/SYMPTOM
the	CONDITION/SYMPTOM
airways	CONDITION/SYMPTOM
on	O
expiration	O
consistent	O
with	O
tracheomalacia	CONDITION/SYMPTOM
"	O

11,"She	O
subsequently	O
underwent	O
placement	EVENT
of	EVENT
two	EVENT
silicone	EVENT
stents	EVENT
,	AMOUNT
one	AMOUNT
in	O
the	O
left	LOCATION
main	LOCATION
stem	LOCATION
and	O
one	AMOUNT
in	O
the	O
trachea	LOCATION
"	O

12,	O
During	TIME
the	TIME
admission	TIME
the	O
patient	O
had	O
complaints	O
of	O
chest	CONDITION/SYMPTOM
pain	CONDITION/SYMPTOM
and	O
ruled	O
out	O
for	O
an	CONDITION/SYMPTOM
MI	CONDITION/SYMPTOM

13,She	O
was	O
subsequently	O
discharged	O
to	O
Hospital1	LOCATION
for	O
physical	EVENT
and	EVENT
pulmonary	EVENT
rehab	EVENT

14,Repeat	O
bronchoscopy	EVENT
on	O
2118-8-1	O
revealed	O
granulation	CONDITION/SYMPTOM
tissue	CONDITION/SYMPTOM
at	O
the	O
distal	LOCATION
right	LOCATION
lateral	LOCATION
wall	LOCATION
of	O
the	O
tracheal	LOCATION
stent	LOCATION

15,There	O
was	O
significant	O
malacia	CONDITION/SYMPTOM
of	O
the	O
peripheral	LOCATION
and	LOCATION
central	LOCATION
airways	LOCATION
with	O
complete	CONDITION/SYMPTOM
collapse	CONDITION/SYMPTOM
of	CONDITION/SYMPTOM
the	CONDITION/SYMPTOM
airways	CONDITION/SYMPTOM
on	O
coughing	O
and	O
forced	O
expiration	O

16,	O
Small	CONDITION/SYMPTOM
nodules	CONDITION/SYMPTOM
were	O
also	O
noted	O
on	O
the	O
vocal	LOCATION
cords	LOCATION

17,"She	O
has	O
noticed	CONDITION/SYMPTOM
improvement	CONDITION/SYMPTOM
in	CONDITION/SYMPTOM
her	CONDITION/SYMPTOM
respiratory	CONDITION/SYMPTOM
status	CONDITION/SYMPTOM
,	O
but	O
most	O
recently	O
has	O
been	O
in	O
discussion	O
with	O
Dr"	O

18,First	O
Name4	O
NamePattern1	O
951	O
Last	O
Name	O
NamePattern1	O
952	O
regarding	O
possible	O
tracheobronchial	EVENT
plasty	EVENT
with	EVENT
mesh	EVENT

19,	O
Tracheal	CONDITION/SYMPTOM
stents	CONDITION/SYMPTOM
d/c	O
2119-4-19	O
in	O
anticipation	O
of	O
surgery	EVENT

20,"In	O
terms	O
of	O
symptoms,	O
she	O
describes	O
many	AMOUNT
years	AMOUNT
of	O
intermittent	FREQUENCY
chest	CONDITION/SYMPTOM
pain	CONDITION/SYMPTOM
that	O
she	O
describes	O
as	O
left	LOCATION
sided	LOCATION
and	O
occurring	FREQUENCY
at	FREQUENCY
any	FREQUENCY
time	FREQUENCY
"	O

21,"Currently,	O
she	O
notices	O
it	O
about	O
three	FREQUENCY
times	FREQUENCY
a	FREQUENCY
week	FREQUENCY
,	AMOUNT
and	O
states	O
that	O
it	O
seems	O
to	O
resolve	O
after	O
three	AMOUNT
nitroglycerin	DRUG
"	O

22,She	O
currently	O
is	O
dependent	O
on	O
oxygen	DRUG
and	O
wears	O
1	AMOUNT

23,	O
5-2	AMOUNT
liters	AMOUNT
around	FREQUENCY
the	FREQUENCY
clock	FREQUENCY

24,"She	O
has	O
frequent	FREQUENCY
coughing	CONDITION/SYMPTOM
and	O
brings	O
up	O
""	O
dark	CONDITION/SYMPTOM
sputum	CONDITION/SYMPTOM
"""	O

25,"HISTORY	O
OF	O
PRESENT	O
ILLNESS	O
87	CONDITION/SYMPTOM
yo	CONDITION/SYMPTOM
F	CONDITION/SYMPTOM
with	O
h/o	O
CHF	CONDITION/SYMPTOM
,	O
COPD	CONDITION/SYMPTOM
on	O
5	AMOUNT
L	AMOUNT
oxygen	DRUG
at	O
baseline,	O
tracheobronchomalacia	CONDITION/SYMPTOM
s/p	CONDITION/SYMPTOM
stent	CONDITION/SYMPTOM
,	O
presents	O
with	O
acute	CONDITION/SYMPTOM
dyspnea	CONDITION/SYMPTOM
over	O
several	AMOUNT
days	AMOUNT
,	O
and	O
lethargy	CONDITION/SYMPTOM
"	O

26,"	O
This	TIME
morning	TIME
patient	O
developed	O
an	O
acute	CONDITION/SYMPTOM
worsening	CONDITION/SYMPTOM
in	CONDITION/SYMPTOM
dyspnea	CONDITION/SYMPTOM
,	O
and	O
called	O
EMS	ORGANIZATION
"	O

27,	O
EMS	ORGANIZATION
found	O
patient	O
tachypnic	CONDITION/SYMPTOM
at	O
saturating	MEASUREMENT
90%	MEASUREMENT
on	MEASUREMENT
5L	MEASUREMENT

28,Patient	O
was	O
noted	O
to	O
be	O
tripoding	CONDITION/SYMPTOM

29,She	O
was	O
given	O
a	O
nebulizer	DRUG
and	O
brought	O
to	O
the	LOCATION
ER	LOCATION

30,"According	O
the	O
patient's	O
husband,	O
she	O
was	O
experiencing	O
symptoms	O
consistent	O
with	O
prior	O
COPD	CONDITION/SYMPTOM
flares	CONDITION/SYMPTOM
"	O

31,"Apparently	O
patient	O
was	O
without	CONDITION/SYMPTOM
cough	CONDITION/SYMPTOM
,	O
chest	CONDITION/SYMPTOM
pain	CONDITION/SYMPTOM
,	O
fevers	CONDITION/SYMPTOM
,	O
chills	CONDITION/SYMPTOM
,	O
orthopnea	CONDITION/SYMPTOM
,	O
PND	CONDITION/SYMPTOM
,	O
dysuria	CONDITION/SYMPTOM
,	O
diarrhea	CONDITION/SYMPTOM
,	O
confusion	CONDITION/SYMPTOM
and	O
neck	CONDITION/SYMPTOM
pain	CONDITION/SYMPTOM
"	O

32,Her	O
husband	O
is	O
a	O
physician	O
and	O
gave	O
her	O
a	AMOUNT
dose	AMOUNT
of	O
levaquin	DRUG
this	TIME
morning	TIME

33,"In	O
the	O
ED	LOCATION
,	O
patient	O
was	O
saturating	MEASUREMENT
96%	MEASUREMENT
on	O
NRB	DRUG
"	O

34,	O
CXR	EVENT
did	O
not	O
reveal	O
any	O
consolidation	O

35,Per	O
report	O
EKG	EVENT
was	O
unremarkable	O

36,	O
Laboratory	EVENT
evaluation	EVENT
revealed	O
a	O
leukocytosis	MEASUREMENT
if	MEASUREMENT
14	MEASUREMENT
and	O
lactate	MEASUREMENT
of	MEASUREMENT
2	MEASUREMENT

37,"Patient	O
received	O
combivent	DRUG
nebs	DRUG
,	O
solumedrol	DRUG
125	AMOUNT
mg	AMOUNT
IV	AMOUNT
x1	AMOUNT
,	O
aspirin	DRUG
325	AMOUNT
mg	AMOUNT
po	AMOUNT
x1	AMOUNT
"	O

38,"	O
Mg	DRUG
sulfate	DRUG
2	AMOUNT
g	AMOUNT
IV	AMOUNT
x1	AMOUNT
,	O
azithromycin	DRUG
500	AMOUNT
mg	AMOUNT
IVx1	AMOUNT
,	O
levofloxacin	DRUG
750	AMOUNT
mg	AMOUNT
IVx1	AMOUNT
,	O
and	O
Cefrtiaxone	DRUG
1g	AMOUNT
IVx1	AMOUNT
"	O

39,"Patient	O
became	O
tachpnic	CONDITION/SYMPTOM
so	O
was	O
trialed	O
on	O
non-invasive	EVENT
ventilation	EVENT
but	O
became	O
hypotensive	CONDITION/SYMPTOM
to	CONDITION/SYMPTOM
systolics	CONDITION/SYMPTOM
of	CONDITION/SYMPTOM
80	CONDITION/SYMPTOM
,	O
so	O
noninvasive	EVENT
was	EVENT
removed	EVENT
and	O
patient	O
did	O
well	O
on	O
NRB	DRUG
and	O
nebulizers	DRUG
for	O
about	TIME
2	TIME
hours	TIME
"	O

40,"At	O
that	O
time	O
patient	O
became	O
agitated	CONDITION/SYMPTOM
,	O
hypoxic	CONDITION/SYMPTOM
to	CONDITION/SYMPTOM
87%	CONDITION/SYMPTOM
and	O
tachypnic	CONDITION/SYMPTOM
to	CONDITION/SYMPTOM
the	CONDITION/SYMPTOM
40s	CONDITION/SYMPTOM
,	O
so	O
patient	O
was	O
intubated	EVENT
"	O

41,	O
Post	TIME
intubation	TIME
ABG	MEASUREMENT
was	MEASUREMENT
7	MEASUREMENT

43,	O
Propafol	DRUG
was	O
switched	O
to	O
fentanyl	DRUG
/	O
midazolam	DRUG
for	O
hypotension	CONDITION/SYMPTOM
to	CONDITION/SYMPTOM
the	CONDITION/SYMPTOM
80s	CONDITION/SYMPTOM

44,Received	O
2L	AMOUNT
of	O
NS	DRUG

45,"On	O
transfer,	O
patient	O
VS	MEASUREMENT
were	MEASUREMENT
102,	MEASUREMENT
87/33,	MEASUREMENT
100%	MEASUREMENT
on	MEASUREMENT
60%	MEASUREMENT
450	MEASUREMENT
x	MEASUREMENT
18	MEASUREMENT
PEEP	MEASUREMENT
5	MEASUREMENT
"	O

47,"In	O
the	LOCATION
ICU	LOCATION
,	O
patient	O
appeared	O
comfortable"	O

48,	O
Review	EVENT
of	EVENT
sytems	EVENT
limited	AMOUNT
due	O
to	O
patient	O
sedation	CONDITION/SYMPTOM

50,Known	O
lastname	O
1829	O
is	O
a	O
82	CONDITION/SYMPTOM
year	CONDITION/SYMPTOM
old	CONDITION/SYMPTOM
male	CONDITION/SYMPTOM
who	O
had	O
a	O
slip	EVENT
and	EVENT
fall	EVENT
of	O
approximately	AMOUNT
10	AMOUNT
feet	AMOUNT
from	O
a	LOCATION
balcony	LOCATION

51,He	O
was	O
ambulatory	CONDITION/SYMPTOM
at	LOCATION
the	LOCATION
scene	LOCATION

52,He	O
presented	O
to	O
the	LOCATION
ED	LOCATION
here	O
at	O
Hospital1	LOCATION
18	LOCATION

53,	O
CT	EVENT
scan	EVENT
revealed	O
unstable	CONDITION/SYMPTOM
C	CONDITION/SYMPTOM
spine	CONDITION/SYMPTOM
fracture	CONDITION/SYMPTOM

54,He	O
was	O
intubated	EVENT
secondary	O
to	O
agitation	CONDITION/SYMPTOM

55,Patient	O
admitted	O
to	O
trauma	ORGANIZATION
surgery	ORGANIZATION
service	ORGANIZATION

56,"HISTORY	O
OF	O
PRESENT	O
ILLNESS	O
Known	O
firstname	O
622	O
Known	O
lastname	O
1836	O
is	O
a	O
62-year-old	CONDITION/SYMPTOM
woman	CONDITION/SYMPTOM
,	O
with	O
longstanding	O
history	O
of	O
rheumatoid	CONDITION/SYMPTOM
arthritis	CONDITION/SYMPTOM
,	O
probable	O
Sweet's	CONDITION/SYMPTOM
syndrome	CONDITION/SYMPTOM
,	O
and	O
multiple	CONDITION/SYMPTOM
joint	CONDITION/SYMPTOM
complications	CONDITION/SYMPTOM
requiring	O
orthopedic	EVENT
interventions	EVENT
"	O

57,She	O
was	O
found	O
to	O
hve	O
a	O
right	CONDITION/SYMPTOM
cavernous	CONDITION/SYMPTOM
sinus	CONDITION/SYMPTOM
and	O
nasopharyngeal	CONDITION/SYMPTOM
mass	CONDITION/SYMPTOM

58,She	O
underwent	O
a	EVENT
biopsy	EVENT
of	O
hte	CONDITION/SYMPTOM
nasopharyngeal	CONDITION/SYMPTOM
mass	CONDITION/SYMPTOM
by	O
Dr	O

59,"First	O
Name4	O
NamePattern1	O
Last	O
Name	O
NamePattern1	O
1837	O
and	O
the	O
pathology,	O
including	O
flow	O
cytometry,	O
was	O
reactive	CONDITION/SYMPTOM
for	CONDITION/SYMPTOM
T-cell	CONDITION/SYMPTOM
lymphoid	CONDITION/SYMPTOM
hyperplasia	CONDITION/SYMPTOM
only"	O

60,She	O
has	O
a	O
longstanding	O
history	O
of	O
rheumatoid	CONDITION/SYMPTOM
arthritis	CONDITION/SYMPTOM
that	O
involved	O
small	LOCATION
and	LOCATION
large	LOCATION
joints	LOCATION
in	O
her	O
body	O

61,"Her	O
disease	O
is	O
currently	O
controlled	O
by	O
abatacept	DRUG
,	O
hydroxychloroquine	DRUG
,	O
and	O
methotrexate	DRUG
"	O

62,"She	O
also	O
has	O
a	O
remote	O
history	O
of	O
erythematous	CONDITION/SYMPTOM
nodules	CONDITION/SYMPTOM
at	O
her	O
shins	LOCATION
,	O
dermatosis	CONDITION/SYMPTOM
probable	O
Sweet's	CONDITION/SYMPTOM
disease	CONDITION/SYMPTOM
,	O
severe	CONDITION/SYMPTOM
holocranial	CONDITION/SYMPTOM
headache	CONDITION/SYMPTOM
with	O
an	O
intensity	MEASUREMENT
of	MEASUREMENT
9-28	MEASUREMENT
,	O
and	O
dysphagia	CONDITION/SYMPTOM
"	O

63,But	O
her	O
symptoms	O
resolved	O
with	O
treatment	EVENT
for	EVENT
autoimmune	EVENT
disease	EVENT

64,"Please	O
refer	O
additional	O
past	O
medical	O
history,	O
past	O
surgical	O
history,	O
facial	O
history,	O
and	O
social	O
history	O
to	O
the	O
initial	O
note	O
on	O
2171-11-4	DATE
"	O

65,She	O
cam	O
to	O
the	LOCATION
BTC	LOCATION
for	O
discussion	O
about	O
management	O
of	O
her	O
right	CONDITION/SYMPTOM
cavernous	CONDITION/SYMPTOM
sinus	CONDITION/SYMPTOM
mass	CONDITION/SYMPTOM
that	O
extends	O
into	O
the	O
middle	LOCATION
cranial	LOCATION
fossa	LOCATION

66,"She	O
had	O
a	O
recent	O
head	EVENT
CT	EVENT
at	O
the	LOCATION
Hospital1	LOCATION
756	LOCATION
and	O
Woman's	LOCATION
Hospital	LOCATION
on	O
2171-11-29	O
,	O
when	O
she	O
went	O
for	O
a	EVENT
consultation	EVENT
there"	O

67,"She	O
is	O
neurologically	CONDITION/SYMPTOM
stable	CONDITION/SYMPTOM
without	CONDITION/SYMPTOM
headache	CONDITION/SYMPTOM
,	O
nausea	CONDITION/SYMPTOM
,	O
vomiting	CONDITION/SYMPTOM
,	O
seizure	CONDITION/SYMPTOM
,	O
imbalance	CONDITION/SYMPTOM
,	O
or	O
fall	CONDITION/SYMPTOM
"	O

68,She	O
has	O
no	CONDITION/SYMPTOM
new	CONDITION/SYMPTOM
systemic	CONDITION/SYMPTOM
complaints	CONDITION/SYMPTOM

69,Her	O
neurological	CONDITION/SYMPTOM
problem	CONDITION/SYMPTOM
started	O
9-/2171	O
when	O
she	O
experienced	O
frontal	CONDITION/SYMPTOM
pressure-like	CONDITION/SYMPTOM
sensations	CONDITION/SYMPTOM

70,There	O
was	O
no	CONDITION/SYMPTOM
temporal	CONDITION/SYMPTOM
pattern	CONDITION/SYMPTOM
;	O
but	O
they	O
may	O
occur	FREQUENCY
more	FREQUENCY
often	FREQUENCY
in	TIME
the	TIME
evening	TIME

71,She	O
had	O
fullness	CONDITION/SYMPTOM
in	CONDITION/SYMPTOM
her	CONDITION/SYMPTOM
ear	CONDITION/SYMPTOM
and	O
she	O
also	O
had	O
a	CONDITION/SYMPTOM
cold	CONDITION/SYMPTOM
coinciding	O
to	O
the	O
onset	O
of	O
her	O
headache	CONDITION/SYMPTOM

72,"	O
By	TIME
late	TIME
Month	TIME
only	O
359	O
and	O
early	O
2171-10-21	O
,	O
she	O
also	O
developed	O
a	O
sharp	CONDITION/SYMPTOM
pain	CONDITION/SYMPTOM
intermittently	FREQUENCY
in	O
the	O
right	LOCATION
temple	LOCATION
region	LOCATION
"	O

73,"She	O
did	O
not	O
have	O
nausea	CONDITION/SYMPTOM
,	O
vomiting	CONDITION/SYMPTOM
,	O
blurry	CONDITION/SYMPTOM
vision	CONDITION/SYMPTOM
,	O
imbalance	CONDITION/SYMPTOM
,	O
or	O
fall	CONDITION/SYMPTOM
"	O

74,"A	O
gadolinium-enhanced	EVENT
head	EVENT
MRI	EVENT
,	O
performed	O
at	O
Hospital1	LOCATION
346	LOCATION
on	O
2171-10-30	O
,	O
showed	O
a	O
bright	CONDITION/SYMPTOM
mass	CONDITION/SYMPTOM
involving	O
the	O
cavernous	LOCATION
sinus	LOCATION
"	O

75,"HISTORY	O
OF	O
PRESENT	O
ILLNESS	O
82	CONDITION/SYMPTOM
yo	CONDITION/SYMPTOM
F	CONDITION/SYMPTOM
with	O
CAD	CONDITION/SYMPTOM
,	O
CHF	CONDITION/SYMPTOM
,	O
HTN	CONDITION/SYMPTOM
,	O
recent	O
PE	EVENT
10-17	O
,	O
who	O
presents	O
from	O
rehab	LOCATION
with	O
hypoxia	CONDITION/SYMPTOM
and	O
SOB	CONDITION/SYMPTOM
despite	O
Abx	DRUG
treatment	O
for	O
PNA	CONDITION/SYMPTOM
x	AMOUNT
3	AMOUNT
days	AMOUNT
"	O

76,The	O
patient	O
was	O
in	O
rehab	LOCATION
after	O
being	O
discharged	O
from	O
here	O
for	O
PE	LOCATION

77,"She	O
was	O
scheduled	O
to	O
be	O
discharged	O
on	O
12-6	O
;	O
on	O
the	TIME
day	TIME
prior	TIME
to	TIME
discharge	TIME
she	O
deveoped	O
fever	CONDITION/SYMPTOM
,	O
hypoxia	CONDITION/SYMPTOM
,	O
and	O
SOB	CONDITION/SYMPTOM
"	O

78,	O
CXR	EVENT
showed	O
b/t	O
lower	CONDITION/SYMPTOM
lobe	CONDITION/SYMPTOM
infiltrates	CONDITION/SYMPTOM

79,She	O
was	O
started	O
on	O
levoflox	DRUG
and	O
ceftriaxone	DRUG
on	O
12-5	O

80,When	O
she	O
became	O
hypoxic	CONDITION/SYMPTOM
on	O
NC	DRUG
they	O
brought	O
her	O
in	O
to	O
the	LOCATION
ED	LOCATION

81,In	O
the	O
Hospital1	LOCATION
18	LOCATION
ED	LOCATION
she	O
was	O
febrile	CONDITION/SYMPTOM
to	CONDITION/SYMPTOM
102	CONDITION/SYMPTOM

82,"7,	O
P	MEASUREMENT
109	MEASUREMENT
BP	MEASUREMENT
135/56	MEASUREMENT
R	MEASUREMENT
34	MEASUREMENT
O2	MEASUREMENT
90%	MEASUREMENT
on	MEASUREMENT
3L	MEASUREMENT
"	O

83,"She	O
was	O
started	O
on	O
vanc	DRUG
and	O
zosyn	DRUG
for	O
broader	O
coverage,	O
tylenol	DRUG
,	O
and	O
2L	AMOUNT
NS	DRUG
"	O

84,The	O
patient	O
reports	O
having	O
sweats	CONDITION/SYMPTOM
and	O
cough	CONDITION/SYMPTOM
before	TIME
admission	TIME

85,She	O
complains	O
of	O
SOB	CONDITION/SYMPTOM
and	O
some	O
upper	CONDITION/SYMPTOM
back	CONDITION/SYMPTOM
pain	CONDITION/SYMPTOM

86,"She	O
denies	O
chest	CONDITION/SYMPTOM
pain	CONDITION/SYMPTOM
,	O
URI	CONDITION/SYMPTOM
sx	CONDITION/SYMPTOM
,	O
nausea	CONDITION/SYMPTOM
/	O
vomiting	CONDITION/SYMPTOM
,	O
diarrhea	CONDITION/SYMPTOM
,	O
or	O
dysuria	CONDITION/SYMPTOM
"	O

87,"Of	O
note	O
she	O
had	O
had	O
a	CONDITION/SYMPTOM
rash	CONDITION/SYMPTOM
and	O
was	O
given	O
prednisone	DRUG
for	AMOUNT
7	AMOUNT
days	AMOUNT
,	O
ending	O
12-3	O
"	O

88,"	O
The	CONDITION/SYMPTOM
rash	CONDITION/SYMPTOM
was	O
speculated	O
to	O
be	O
due	O
to	O
coumadin	DRUG
,	O
but	O
she	O
was	O
able	O
to	O
be	O
continued	O
on	O
coumadin	DRUG
"	O

89,HISTORY	O
OF	O
PRESENT	O
ILLNESS	O
Known	O
firstname	O
Known	O
lastname	O
1852	O
is	O
a	O
62-year-old	CONDITION/SYMPTOM
left-handed	CONDITION/SYMPTOM
man	CONDITION/SYMPTOM
who	O
is	O
here	O
for	O
a	O
follow	O
up	O
of	O
his	O
left	O
sphenoid	CONDITION/SYMPTOM
meningioma	CONDITION/SYMPTOM

90,I	O
last	O
saw	O
him	O
on	O
2149-11-17	DATE
and	O
his	O
head	EVENT
CT	EVENT
showed	O
growth	O
of	O
the	O
left	CONDITION/SYMPTOM
sphenoid	CONDITION/SYMPTOM
meningioma	CONDITION/SYMPTOM

91,He	O
is	O
seizure	CONDITION/SYMPTOM
free	CONDITION/SYMPTOM

92,"	O
Today	TIME
,	O
he	O
is	O
here	O
with	O
his	O
wife	O
and	O
daughter"	O

93,"Name	O
NI	O
does	O
not	O
have	O
headache	CONDITION/SYMPTOM
,	O
nausea	CONDITION/SYMPTOM
,	O
vomiting	CONDITION/SYMPTOM
,	O
urinary	CONDITION/SYMPTOM
incontinence	CONDITION/SYMPTOM
,	O
or	O
fall	CONDITION/SYMPTOM
"	O

94,His	O
neurological	CONDITION/SYMPTOM
problem	CONDITION/SYMPTOM
began	O
on	O
2142-6-22	O
when	O
he	O
became	O
confused	CONDITION/SYMPTOM
and	O
disoriented	CONDITION/SYMPTOM
in	O
a	O
hotel	LOCATION
bathroom	LOCATION

95,"	O
At	TIME
that	TIME
time	TIME
,	O
he	O
was	O
visiting	O
his	O
daughter	O
for	O
a	O
wedding"	O

96,His	O
wife	O
found	O
him	O
slumped	CONDITION/SYMPTOM
over	CONDITION/SYMPTOM
in	O
the	O
bath	LOCATION
tube	LOCATION

97,"According	O
to	O
her,	O
his	O
eyes	CONDITION/SYMPTOM
looked	CONDITION/SYMPTOM
funny	CONDITION/SYMPTOM
"	O

98,He	O
could	CONDITION/SYMPTOM
not	CONDITION/SYMPTOM
stand	CONDITION/SYMPTOM
up	CONDITION/SYMPTOM

99,His	O
verbal	CONDITION/SYMPTOM
output	CONDITION/SYMPTOM
did	CONDITION/SYMPTOM
not	CONDITION/SYMPTOM
make	CONDITION/SYMPTOM
sense	CONDITION/SYMPTOM

100,"He	O
was	O
brought	O
to	O
Doctor	O
First	O
Name	O
1853	O
Hospital	LOCATION
in	LOCATION
Placentia,	LOCATION
CA	LOCATION
"	O

101,He	O
woke	O
up	O
7	TIME
to	TIME
8	TIME
hours	TIME
later	TIME
in	O
the	LOCATION
emergency	LOCATION
room	LOCATION

102,He	O
felt	O
very	CONDITION/SYMPTOM
tired	CONDITION/SYMPTOM
after	TIME
the	TIME
event	TIME

103,He	O
was	O
hospitalized	EVENT
from	O
2142-6-22	O
to	O
2142-6-25	O

104,He	O
had	O
a	O
cardiac	EVENT
pacemaker	EVENT
placement	EVENT
due	O
to	O
irregular	CONDITION/SYMPTOM
heart	CONDITION/SYMPTOM
rate	CONDITION/SYMPTOM
and	O
bradycardia	CONDITION/SYMPTOM

105,He	O
also	O
had	O
a	O
head	EVENT
MRI	EVENT
that	O
showed	O
a	O
less	O
than	O
1	AMOUNT
cm	AMOUNT
diameter	AMOUNT
sphenoid	CONDITION/SYMPTOM
meningioma	CONDITION/SYMPTOM

106,HISTORY	O
OF	O
PRESENT	O
ILLNESS	O
Presents	O
for	O
resection	O
of	O
radionecrosis	CONDITION/SYMPTOM
s/p	O
radiosurgery	EVENT
for	O
AVM	CONDITION/SYMPTOM

107,HISTORY	O
OF	O
PRESENT	O
ILLNESS	O
44	CONDITION/SYMPTOM
yo	CONDITION/SYMPTOM
female	CONDITION/SYMPTOM
with	O
a	O
h/o	O
left	CONDITION/SYMPTOM
frontal	CONDITION/SYMPTOM
AVM	CONDITION/SYMPTOM
in	O
the	O
supplementary	LOCATION
motor	LOCATION
area	LOCATION

108,The	O
AVM	CONDITION/SYMPTOM
was	O
treated	O
with	O
stereotactic	EVENT
radiosurgery	EVENT
Gamma	EVENT
Knife	EVENT
in	O
2114	O

109,"In	O
2116	O
,	O
the	O
patient	O
developed	O
a	O
seizure	CONDITION/SYMPTOM
disorder	CONDITION/SYMPTOM
"	O

110,"2118-5-27	O
she	O
developed	O
headaches	CONDITION/SYMPTOM
and	O
after	O
an	O
MRI	EVENT
and	O
a	O
digital	EVENT
angiogram	EVENT
showed	O
no	CONDITION/SYMPTOM
residual	CONDITION/SYMPTOM
pathological	CONDITION/SYMPTOM
vessels	CONDITION/SYMPTOM
,	O
a	O
contrast	O
enhancing	O
lesion	CONDITION/SYMPTOM
with	O
massive	CONDITION/SYMPTOM
focal	CONDITION/SYMPTOM
residual	CONDITION/SYMPTOM
edema	CONDITION/SYMPTOM
was	O
diagnosed-	O
very	O
likely	O
represents	O
radionecrosis	CONDITION/SYMPTOM
